pl_name,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_orbsmax,pl_orbeccen,st_teff,st_mass,st_rad,st_lum,hab
Kepler-773 b,1.43,2.63,4.94,1160,0.04682,0,5850,1.04,1.01,0.09508,0
Kepler-774 b,3.17,10.2,1.76,1422,0.1082,0,6403,1.57,2.42,0.75268,0
Kepler-837 b,2.56,7.08,2.32,701,0.1144,0,5403,0.85,0.81,-0.27122,0
Kepler-897 b,2.39,6.3,2.54,855,0.077,0,5839,1.03,1.04,0.28762,0
Kepler-769 b,2.92,8.85,1.95,1037,0.0778,0,6186,1.19,1.28,0.1791,0
Kepler-836 b,2.73,7.9,2.13,869,0.1013,0,5895,1.03,1.04,0.04883,0
Kepler-465 b,2.95,9.01,1.93,996,0.09195,0,6310,1.23,1.29,0.33805,0
Kepler-484 b,2.28,5.82,2.7,766,0.09036,0,5668,0.96,0.87,-0.13505,0
Kepler-890 b,8.89,58.6,0.458,540,0.2944,0,5954,1.09,1.13,0.32651,0
Kepler-892 b,2.81,8.3,2.06,556,0.1015,0,4747,0.75,0.72,-0.73492,0
Kepler-765 b,2.43,6.48,2.48,641,0.1754,0,5901,1.05,1.06,0.14595,0
Kepler-784 b,1.58,3.12,4.35,688,0.22111,0,5674,1,1.32,0.85693,0
Kepler-785 b,13.02,,,753,0.025,0,4739,0.77,0.71,-0.68251,0
Kepler-831 b,1.27,2.15,5.77,992,0.05984,0,5732,0.99,0.97,0.01191,0
Kepler-893 b,3.03,9.43,1.86,1034,0.0699,0,5820,1,0.99,0.05966,0
Kepler-894 b,2.78,8.15,2.08,896,0.0916,0,5603,0.87,0.85,-0.12306,0
Kepler-781 b,2.89,8.7,1.98,629,0.1019,0,5162,0.81,0.78,-0.38375,0
Kepler-824 b,1.87,4.16,3.5,1231,0.055,0,6035,1.15,1.22,0.12216,0
Kepler-823 b,1.57,3.09,4.39,1277,0.0507,0,5643,0.98,0.96,0.33549,0
Kepler-746 b,1.11,1.41,5.67,1156,0.0435,0,5418,0.91,0.93,-0.172,0
Kepler-822 b,1.77,3.78,3.75,1239,0.04078,0,5928,1.06,1.08,-0.00495,0
Kepler-458 c,4.2,16.4,1.22,798,0.17012,0,6117.21,1.15,2.21562,0.7919,0
Kepler-827 b,5.63,27,0.831,574,0.2742,0,5602,0.93,0.91,0.23172,0
MOA-2011-BLG-028L b,5.99,30,0.767,,4.14,,,0.75,,,0
Kepler-471 b,14.96,,,1308,0.0626,0,6733,1.49,1.8,0.71017,0
Kepler-819 b,2.76,8.05,2.1,485,0.1894,0,5279,0.86,0.81,-0.39773,0
Kepler-818 b,5.11,22.9,0.943,786,0.0886,0,5638,0.94,0.92,-0.124,0
Kepler-886 b,1.52,2.92,4.57,1111,0.06428,0,6098,1.1,1.16,0.04165,0
KELT-17 b,17.093725,416.3573,0.46,2087,0.04881,,7454,1.635,1.645,0.87564,0
WASP-92 b,16.376349,255.85315,0.346,1871,0.0348,0,6280,1.19,1.341,0.27461,0
Kepler-755 b,1.76,3.75,3.78,1331,0.02156,0,5043,0.82,0.77,-0.45664,0
Kepler-816 b,10.24,74.5,0.381,668,0.0895,0,5286,0.9,0.85,-0.37445,0
Kepler-815 b,4.11,15.8,1.25,1374,0.09473,0,5028,1.25,3.42,0.85698,0
Kepler-852 b,2.54,6.99,2.34,565,0.27967,0,6100,1.19,1.16,0.827,0
WASP-93 b,17.900773,467.2101,0.479,1942,0.04211,0,6700,1.334,1.524,0.61784,0
WASP-118 b,16.14096,163.36462,0.233,1729,0.05453,0,6410,1.32,1.696,0.65885,0
Kepler-758 b,2.48,6.71,2.42,1005,0.10754,0,6228,1.16,1.42,0.56281,0
Kepler-502 b,4.77,20.4,1.03,1217,0.0535,0,6125,1.15,1.22,0.34908,0
Kepler-813 b,2.14,5.22,2.93,817,0.1439,0,5743,0.95,0.93,-0.0712,0
Kepler-812 b,3.55,12.3,1.51,1163,0.1024,0,6761,1.45,1.71,0.75193,0
Kepler-883 b,1.78,3.82,3.72,818,0.10288,0,6116,1.06,1.09,0.29567,0
HAT-P-66 b,17.82231,248.86089,0.242,1896,0.04363,0.09,6002,1.255,1.881,0.6149,0
Kepler-760 b,3.06,9.59,1.84,748,0.08087,0,5322,0.89,0.85,-0.27997,0
Kepler-474 b,3.06,9.59,1.84,1115,0.06092,0,5785,0.99,1.08,0.41682,0
Kepler-811 b,2.7,7.75,2.16,730,0.15911,0,5747,1.01,1.24,0.32275,0
Kepler-810 b,1.93,4.38,3.35,1105,0.055,0,5803,1.03,1.04,-0.03156,0
HD 42618 b,3.89,14.4,1.34,337,0.554,0.19,5727,1.015,0.999,-0.00877,0
Kepler-768 b,1.79,3.86,3.7,618,0.092,0,5108,0.82,0.78,-0.46575,0
Kepler-775 b,1.19,1.81,5.9,1612,0.01834,0,5468,0.92,0.84,-0.26699,0
Kepler-463 b,3.05,9.53,1.85,880,0.07925,0,5661,0.87,0.9,0.07904,0
Kepler-878 b,1.93,4.38,3.35,501,0.165,0,5044,0.81,0.77,-0.17433,0
Kepler-877 b,2.12,5.14,2.96,632,0.1301,0,5261,0.85,0.81,-0.343,0
Kepler-778 b,1.68,3.46,4.01,977,0.0453,0,5102,0.81,0.77,-0.41318,0
Kepler-908 b,1.22,1.98,5.99,1783,0.02526,0,5973,1.11,1.12,0.26406,0
Kepler-911 b,2.6,7.27,2.27,931,0.15594,0,6112,1.34,1.99,0.70686,0
Kepler-975 b,1.48,2.79,4.73,1599,0.02898,0,4897,0.8,0.75,-0.51184,0
Kepler-995 b,2.7,7.75,2.16,517,0.1701,0,5206,0.83,0.8,-0.41918,0
Kepler-1008 b,1.28,2.18,5.71,627,0.09755,0,5066,0.81,0.78,-0.50671,0
Kepler-1045 b,2.69,7.7,2.17,512,0.1616,0,5301,0.86,0.82,-0.33356,0
Kepler-912 b,2.8,8.25,2.07,1218,0.0339,0,5998,1.07,1.11,0.55177,0
Kepler-913 b,2.06,4.9,3.08,1129,0.1009,0,4687,0.63,0.61,-0.28163,0
Kepler-1042 b,2.19,5.43,2.84,574,0.0756,0,4815,0.75,0.72,-0.6,0
Kepler-1026 b,2.21,5.52,2.81,425,0.1977,0,4948,0.79,0.75,-0.61688,0
Kepler-963 b,2.66,7.56,2.21,802,0.0849,0,5461,0.91,0.87,-0.22463,0
Kepler-1041 b,2.94,8.96,1.94,644,0.1688,0,5957,1.06,1.08,0.48914,0
Kepler-910 b,0.82,0.477,4.75,1752,0.03752,0,6230,1.26,1.5,0.49442,0
Kepler-1017 b,1.99,4.62,3.22,831,0.07196,0,5473,0.93,0.87,-0.16138,0
Kepler-1018 b,2.58,7.18,2.3,498,0.253,0,5518,0.91,0.88,-0.08221,0
Kepler-1030 b,2.48,6.71,2.42,529,0.1338,0,4983,0.8,0.76,-0.55288,0
Kepler-997 b,1.36,2.42,5.29,1709,0.04022,0,6150,1.22,1.56,0.49569,0
Kepler-915 b,1.5,2.86,4.66,1319,0.05655,0,6173,1.21,1.38,0.50553,0
Kepler-955 b,3.13,9.96,1.78,664,0.1083,0,5350,0.89,0.84,-0.4085,0
Kepler-964 b,2.12,5.14,2.96,652,0.1073,0,5427,0.93,0.84,-0.306,0
Kepler-1007 b,1.44,2.67,4.91,652,0.048,0,4587,0.73,0.7,-0.56838,0
Kepler-968 b,2,4.66,3.2,745,0.0389,0,4598,0.76,0.7,-0.7626,0
Kepler-966 b,4.13,16,1.25,391,0.3907,0,5840,1.02,1.02,0.23291,0
Kepler-925 b,2.34,6.08,2.61,394,0.1805,0,4673,0.77,0.72,-0.68406,0
Kepler-924 b,3.07,9.64,1.83,610,0.31318,0,6167,1.14,1.23,0.31382,0
Kepler-987 b,3.26,10.7,1.7,351,0.4238,0,5637,0.97,0.91,-0.14468,0
Kepler-958 b,2.06,4.9,3.08,749,0.08631,0,5421,0.91,0.86,-0.28165,0
Kepler-1062 b,1.76,3.75,3.78,583,0.0748,0,4597,0.75,0.7,-0.6822,0
Kepler-1061 b,1.98,4.58,3.24,1332,0.0388,0,6067,1.09,1.07,0.08762,0
Kepler-927 b,1.72,3.61,3.9,906,0.0866,0,5743,0.99,0.99,-0.08583,0
Kepler-926 b,2.31,5.95,2.65,524,0.2739,0,5806,1.01,1.01,0.17281,0
Kepler-1029 b,1.26,2.13,5.85,790,0.047,0,5030,0.82,0.77,-0.61975,0
Kepler-996 b,1.98,4.58,3.24,1272,0.0474,0,6014,1.09,1.14,0.24247,0
Kepler-948 b,1.85,4.08,3.54,841,0.0749,0,5679,0.96,0.94,-0.10938,0
Kepler-962 b,1.97,4.54,3.26,689,0.09874,0,5478,0.93,0.86,-0.26115,0
Kepler-1120 b,1.38,2.48,5.19,1027,0.0369,0,4904,0.78,0.74,-0.58813,0
Kepler-1119 b,1.92,4.35,3.38,938,0.0812,0,6083,1.11,1.17,0.48586,0
Kepler-931 b,1.33,2.33,5.44,744,0.0719,0,5241,0.86,0.81,-0.35,0
Kepler-929 b,1.11,1.41,5.67,2362,0.01982,0,5869,1.01,1.02,0.46075,0
Kepler-1059 b,1.73,3.64,3.86,908,0.044,0,4906,0.75,0.72,-0.52036,0
Kepler-479 b,2.12,5.14,2.96,649,0.09636,0,5247,0.86,0.81,-0.40903,0
Kepler-1116 b,2.54,6.99,2.34,488,0.233,0,5641,0.95,0.93,-0.14676,0
Kepler-933 b,2.46,6.62,2.44,602,0.1041,0,5346,0.87,0.84,-0.21081,0
Kepler-934 b,2.09,5.02,3.02,384,0.2658,0,5001,0.81,0.77,-0.47799,0
Kepler-952 b,7.65,45.4,0.557,369,0.5183,0,5730,1,0.99,0.09668,0
Kepler-979 b,2.72,7.85,2.14,792,0.0753,0,5310,0.87,0.83,-0.31956,0
Kepler-1117 b,1.11,1.41,5.67,938,0.05485,0,5612,0.95,0.93,-0.22396,0
Kepler-1063 b,1.49,2.83,4.7,931,0.1176,0,5945,1.09,1.14,0.166,0
Kepler-935 b,1.35,2.39,5.34,879,0.0527,0,4830,0.78,0.73,-0.63887,0
Kepler-936 b,1.45,2.7,4.87,867,0.0954,0,5482,0.92,0.89,-0.19,0
Kepler-977 b,2.62,7.37,2.25,544,0.162,0,5315,0.87,0.83,-0.47627,0
Kepler-960 b,2.29,5.86,2.68,1391,0.03807,0,4755,0.77,0.72,-0.6289,0
Kepler-976 b,3.96,14.9,1.32,324,0.4217,0,5232,0.87,0.83,-0.35971,0
Kepler-1112 b,3.02,9.38,1.87,918,0.1239,0,6496,1.34,1.54,0.54224,0
Kepler-1114 b,1.35,2.39,5.34,631,0.11056,0,5374,0.87,0.83,-0.29317,0
Kepler-939 b,1.75,3.71,3.8,692,0.1153,0,5471,0.88,0.85,0.39065,0
Kepler-937 b,3.72,13.4,1.43,495,0.3214,0,6095,1.15,1.22,0.28097,0
Kepler-1006 b,1.54,2.99,4.5,791,0.1464,0,5328,0.78,0.74,-0.4,0
Kepler-900 b,2.08,4.98,3.04,716,0.0679,0,4836,0.78,0.73,-0.6084,0
Kepler-940 b,3.34,11.1,1.64,486,0.3059,0,5769,0.97,0.96,-0.05668,0
Kepler-941 b,3.08,9.69,1.82,722,0.1311,0,5539,0.89,0.86,-0.20576,0
Kepler-905 b,1.41,2.57,5.04,928,0.05689,0,5461,0.95,0.86,-0.21507,0
Kepler-902 b,2.54,6.99,2.34,556,0.223,0,5647,0.95,0.93,0.10835,0
Kepler-918 b,1.74,3.68,3.84,1052,0.0569,0,6028,1.11,1.14,-0.01801,0
Kepler-917 b,1.91,4.31,3.4,991,0.0378,0,5418,0.8,0.76,0.76372,0
Kepler-310 c,3.38,11.4,1.62,417,0.281,0,5797,0.854,0.876,-0.23934,0
Kepler-473 b,4.08,15.6,1.26,879,0.12048,0,5816,1.06,1.34,0.5248,0
Kepler-1000 b,4.76,20.3,1.03,473,0.5326,0,6453,1.4,1.51,0.7147,0
Kepler-1037 b,1.28,2.18,5.71,1650,0.0198,0,5105,0.82,0.78,-0.44752,0
Kepler-466 c,1.25,2.1,5.91,1206,0.04658,0,5927,1.04,1.05,-0.06719,0
Kepler-906 b,2.11,5.1,2.98,537,0.22363,0,6035,1.06,1.02,0.09641,0
Kepler-922 b,1.42,2.6,4.99,1876,0.01795,0,5671,0.95,0.93,-0.13328,0
Kepler-1025 b,1.98,4.58,3.24,1654,0.21607,0,6089,1.09,1.13,0.28708,0
Kepler-989 b,2.21,5.52,2.81,805,0.0734,0,5074,0.82,0.78,-0.42689,0
Kepler-1019 b,1.46,2.73,4.82,1164,0.0221,0,4433,0.7,0.67,-0.80636,0
Kepler-464 b,3.3,10.9,1.67,1163,0.07931,0,5933,1.21,1.59,0.48379,0
Kepler-943 b,5.93,29.5,0.777,455,0.2559,0,5612,0.93,0.91,0.40676,0
Kepler-945 b,2.63,7.41,2.24,616,0.2037,0,5718,0.97,0.97,0.02447,0
Kepler-1010 b,2.32,5.99,2.64,477,0.193,0,5253,0.86,0.82,-0.41164,0
Kepler-1043 b,2.55,7.04,2.33,532,0.2159,0,5629,0.92,0.9,-0.07309,0
Kepler-944 b,2.63,7.41,2.24,459,0.2288,0,5409,0.86,0.83,-0.07777,0
Kepler-942 b,2.13,5.18,2.95,379,0.22737,0,4861,0.81,0.75,-0.58453,0
Kepler-1034 b,2.26,5.73,2.73,675,0.0965,0,5198,0.83,0.8,-0.43881,0
Kepler-993 b,2.97,9.11,1.91,352,0.13,0,3843,0.57,0.54,-1.22868,0
Kepler-1013 b,2.15,5.27,2.91,766,0.137,0,4954,0.81,0.76,-0.53079,0
Kepler-992 b,1.62,3.26,4.21,510,0.13372,0,4944,0.8,0.74,-0.56959,0
Kepler-403 b,1.25,2.1,5.91,1194,0.076,0,6090,1.299,1.329,0.64405,0
Kepler-951 b,5.59,26.7,0.84,340,0.3091,0,4834,0.77,0.73,-0.64183,0
HD 7199 b,11.1,85.8141,0.345,,1.36,0.19,5371,0.77,0.97,-0.1549,0
Kepler-1230 b,2.71,7.8,2.15,946,0.0921,0,5961,1.06,1.08,0.09626,0
Kepler-1229 b,1.4,2.54,5.09,212,0.3006,0,3784,0.54,0.51,-1.533,0
Kepler-1231 b,1.42,2.6,4.99,870,0.0914,0,5778,1.01,1,0.02302,0
Kepler-1137 b,2.2,5.48,2.83,1020,0.1871,0,6807,1.5,1.84,0.75429,0
Kepler-1179 b,1.32,2.3,5.5,1137,0.03497,0,5212,0.84,0.81,-0.44424,0
Kepler-1180 b,1.99,4.62,3.22,765,0.1246,0,6077,1.09,1.14,0.41746,0
Kepler-1188 b,2.08,4.98,3.04,775,0.135,0,5913,1.04,1.06,0.39786,0
Kepler-1189 b,1.77,3.78,3.75,1158,0.0467,0,6012,1.11,1.16,0.04086,0
Kepler-1234 b,2.81,8.3,2.06,625,0.096,0,4967,0.8,0.76,-0.45387,0
Kepler-1071 b,2.38,6.26,2.55,814,0.0629,0,5215,0.86,0.81,-0.31262,0
Kepler-1140 b,2.77,8.1,2.09,500,0.1478,0,4850,0.76,0.73,-0.56584,0
Kepler-1181 b,1.57,3.09,4.39,1374,0.0621,0,6176,1.17,1.3,0.47243,0
Kepler-94 b,3.51,10.84,1.45,997,0.03377,0,4781,0.81,0.76,-0.61348,0
Kepler-1191 b,1.51,2.89,4.61,952,0.0587,0,5308,0.85,0.81,-0.22611,0
Kepler-1192 b,2.36,6.17,2.58,600,0.1693,0,5438,0.86,0.83,-0.1283,0
Kepler-518 b,2.11,5.1,2.98,839,0.07996,0,5842,0.96,0.88,-0.04002,0
Kepler-1141 b,0.82,0.477,4.75,1471,0.03496,0,5791,1.01,1.07,0.1551,0
HD 195019 b,13,1264.9634,3.16,,0.14,0.01,5751,1.21,1.48,0.3331,0
Kepler-1184 b,2.68,7.65,2.18,529,0.2863,0,5983,1.05,1.07,0.06532,0
Kepler-1065 b,3.73,13.4,1.42,1092,0.0455,0,5635,0.94,0.93,-0.11584,0
Kepler-1193 b,1.32,2.3,5.5,1453,0.04004,0,5908,1.08,1.21,0.35069,0
Kepler-549 b,2.57,11,1.9,487,0.23236,0,5360,0.88,0.84,-0.30618,0
HD 20794 d,2.04,4.8,3.11,388,0.3625,0.077,5368,0.79,0.93,-0.16311,0
Kepler-1077 b,2.77,8.1,2.09,576,0.2101,0,5816,1.02,1.02,0.00638,0
Kepler-1078 b,1.9,4.27,3.42,1122,0.0388,0,5612,0.94,0.92,0.50027,0
Kepler-1196 b,2.23,5.6,2.77,436,0.3179,0,5756,0.98,0.97,-0.04702,0
WASP-24 b,15.46842,394.1092,0.622,1772,0.03651,0,6075,1.43,1.42,0.33131,0
Kepler-1239 b,2.9,8.75,1.97,1183,0.0625,0,6564,1.4,1.57,0.44712,0
Kepler-1241 b,2.63,7.41,2.24,612,0.1336,0,5261,0.84,0.8,-0.32438,0
Kepler-1145 b,1.4,2.54,5.09,958,0.0443,0,5064,0.79,0.75,-0.49839,0
Kepler-1147 b,2.61,7.32,2.26,872,0.0961,0,5941,1.09,1.14,0.23534,0
Kepler-1080 b,3.28,10.8,1.68,548,0.3781,0,5956,1.1,1.16,0.86064,0
Kepler-1079 b,1.63,3.29,4.17,887,0.1092,0,5758,1.08,1.36,0.263,0
Kepler-1200 b,1.06,1.2,5.54,1174,0.0188,0,4612,0.74,0.7,-0.68923,0
Kepler-1201 b,2.29,5.86,2.68,789,0.1183,0,6177,1.15,1.24,0.04424,0
Kepler-1243 b,1.75,3.71,3.8,690,0.1256,0,5667,0.96,0.94,-0.24358,0
Kepler-1242 b,2.26,5.73,2.73,639,0.1039,0,4895,0.77,0.74,-0.51639,0
Kepler-1148 b,1.69,3.5,3.98,1397,0.0188,0,5054,0.81,0.77,-0.53105,0
Kepler-1149 b,1.44,2.67,4.91,1128,0.0473,0,5833,1.02,1.01,0.16546,0
Kepler-1083 b,3.36,11.2,1.62,448,0.1899,0,5049,0.81,0.77,-0.47303,0
Kepler-1081 b,1.01,1.01,5.39,972,0.04662,0,5345,0.88,0.84,-0.30601,0
Kepler-1202 b,2.94,8.96,1.94,547,0.179,0,5834,1.03,1.04,-0.13389,0
Kepler-1204 b,3.05,9.53,1.85,448,0.3877,0,5825,1.03,1.03,-0.05771,0
Kepler-1252 b,1.67,3.43,4.05,665,0.1078,0,5949,1.06,1.09,-0.12958,0
Kepler-1064 b,1.55,3.02,4.46,570,0.1183,0,5153,0.85,0.79,-0.401,0
Kepler-1150 b,1.02,1.04,5.39,1432,0.0382,0,4754,0.76,0.72,-0.66578,0
Kepler-1087 b,0.61,0.165,3.99,2161,0.01554,0,5589,0.96,0.94,-0.09746,0
Kepler-1205 b,1.41,2.57,5.04,1667,0.0196,0,5226,0.84,0.81,-0.41829,0
Kepler-1206 b,1.64,3.33,4.15,1314,0.0201,0,4877,0.8,0.75,-0.61957,0
Kepler-1248 b,1.18,1.76,5.89,1035,0.0806,0,6149,1.21,1.21,0.276,0
Kepler-1249 b,2.38,6.26,2.55,647,0.167,0,6202,1.19,1.28,0.42782,0
Kepler-1153 b,1.73,3.64,3.86,1343,0.0277,0,5470,0.91,0.88,-0.28448,0
Kepler-1155 b,2.03,4.78,3.14,609,0.2006,0,5842,1.03,1.03,0.0472,0
Kepler-1091 b,1.46,2.73,4.82,1664,0.0252,0,5851,1.01,1.03,0.07961,0
Kepler-1092 b,2.07,4.94,3.06,508,0.2996,0,5862,0.99,1,0.09586,0
Kepler-1210 b,1.7,3.53,3.95,856,0.0753,0,5568,0.94,0.92,-0.14879,0
Kepler-1207 b,1.62,3.26,4.21,802,0.1156,0,5909,1.06,1.06,0.63789,0
Kepler-1250 b,1.92,4.35,3.38,1431,0.0393,0,5717,0.99,0.98,0.34255,0
Kepler-1251 b,1.84,4.04,3.56,487,0.2478,0,5545,0.92,0.89,-0.15264,0
Kepler-1093 b,1.95,4.46,3.31,776,0.17543,0,6166,1.13,1.2,0.46038,0
Kepler-1094 b,3.18,10.2,1.74,480,0.3625,0,6112,1.14,1.21,0.17811,0
Kepler-1212 b,2.14,5.22,2.93,795,0.1082,0,6051,1.1,1.15,0.21104,0
Kepler-1211 b,2.55,7.04,2.33,840,0.09763,0,5705,0.96,0.94,0.13445,0
Kepler-1245 b,1.44,2.67,4.91,1043,0.0484,0,5306,0.86,0.83,-0.41093,0
Kepler-1160 b,2.14,5.22,2.93,839,0.0755,0,5519,0.92,0.89,-0.34326,0
Kepler-1162 b,2.21,5.52,2.81,490,0.19,0,5390,0.89,0.84,-0.32228,0
Kepler-1215 b,1.22,1.98,5.99,1046,0.0528,0,5616,0.95,0.93,-0.18176,0
Kepler-1214 b,2.36,6.17,2.58,591,0.128,0,5130,0.85,0.8,-0.41949,0
Kepler-1122 b,2.04,4.82,3.12,526,0.2315,0,5544,0.92,0.89,0.05875,0
Kepler-1125 b,1.84,4.04,3.56,778,0.1348,0,5683,0.95,0.94,0.64744,0
Kepler-1164 b,1.12,1.46,5.71,936,0.04635,0,5183,0.85,0.79,-0.39926,0
Kepler-1166 b,1.69,3.5,3.98,486,0.1975,0,5446,0.9,0.86,-0.25594,0
Kepler-1101 b,2.47,6.66,2.43,393,0.3483,0,5614,0.94,0.91,-0.35135,0
Kepler-1099 b,2.83,8.4,2.04,1558,0.0337,0,5837,1.01,1,-0.11906,0
Kepler-516 b,5.74,27.9,0.811,1095,0.1992,0,7099,1.62,2.02,0.79832,0
Kepler-1217 b,1.99,4.62,3.22,1542,0.0326,0,5905,1.06,1.08,0.08509,0
Kepler-1218 b,1.44,2.67,4.91,684,0.15698,0,5986,1.06,1.1,0.36296,0
Kepler-1068 b,3.63,12.8,1.47,702,0.13038,0,5806,1.01,1.01,-0.02521,0
Kepler-1126 b,1.73,3.64,3.86,374,0.41251,0,5798,0.92,0.93,-0.09926,0
Kepler-1168 b,2.5,6.8,2.39,379,0.2663,0,5157,0.87,0.82,-0.5302,0
Kepler-1103 b,2.27,5.77,2.71,736,0.15336,0,6092,1.11,1.15,0.52181,0
Kepler-1102 b,2.66,7.56,2.21,546,0.2731,0,5724,0.96,0.94,0.13927,0
Kepler-1221 b,1.88,4.19,3.47,632,0.0906,0,5194,0.87,0.82,-0.355,0
Kepler-1130 b,0.8,0.437,4.69,904,0.05963,0,5403,0.9,0.81,-0.25964,0
Kepler-1169 b,0.94,0.779,5.15,1125,0.06931,0,6191,1.24,1.23,0.26202,0
Kepler-1107 b,1.34,2.36,5.39,1897,0.01285,0,5268,0.86,0.82,-0.41703,0
Kepler-1105 b,2.01,4.7,3.18,729,0.0471,0,4299,0.71,0.68,-0.94508,0
Kepler-1222 b,0.79,0.418,4.66,1246,0.02801,0,5239,0.84,0.8,-0.45761,0
Kepler-1223 b,1.22,1.98,5.99,557,0.1186,0,4870,0.8,0.75,-0.54142,0
Kepler-1131 b,1.59,3.15,4.31,1159,0.0459,0,5851,1.03,1.04,-0.02783,0
Kepler-1133 b,1.97,4.54,3.26,703,0.0983,0,5569,0.93,0.9,-0.20972,0
Kepler-1171 b,2.56,7.08,2.32,2700,0.0284,0,7044,1.58,1.95,0.86922,0
Kepler-480 b,2.78,8.15,2.08,1312,0.06024,0,6322,1.25,1.34,0.47779,0
Kepler-1172 b,3.2,10.3,1.73,675,0.168,0,5558,0.92,0.89,-0.16073,0
Kepler-1109 b,2.19,5.43,2.84,787,0.2466,0,5893,1.05,1.06,-0.07583,0
Kepler-1110 b,2.66,7.56,2.21,609,0.0754,0,4781,0.73,0.7,-0.63653,0
Kepler-1224 b,1.33,2.33,5.44,872,0.11625,0,6155,1.18,1.22,0.29282,0
Kepler-510 b,2.47,6.66,2.43,797,0.1352,0,5746,0.91,1.41,0.33243,0
Kepler-1069 b,1.6,3.19,4.28,823,0.16587,0,5722,0.99,0.98,0.37196,0
Kepler-1134 b,2.64,7.46,2.23,611,0.1242,0,5281,0.84,0.81,-0.39721,0
Kepler-1173 b,0.89,0.64,4.99,1650,0.0156,0,5252,0.86,0.82,-0.43521,0
HD 290327 b,13.3,772.3269,1.8,,3.43,0.08,5505,0.84,0.95,-0.14,0
Kepler-825 c,1.84,4.04,3.56,981,0.0759,0,5976,1.03,1.08,0.11956,0
Kepler-804 c,1.14,1.55,5.75,890,0.08654,0,5817,1.01,1.05,0.04956,0
Kepler-1228 b,1.54,2.99,4.5,1757,0.01186,0,5063,0.78,0.74,-0.5546,0
Kepler-1227 b,2.29,5.86,2.68,369,0.38555,0,5747,0.97,0.95,-0.15834,0
Kepler-1135 b,1.85,4.08,3.54,451,0.3436,0,5656,0.96,0.94,0.43703,0
Kepler-1070 b,1.73,3.64,3.86,1101,0.06753,0,6261,1.21,1.32,0.28486,0
Kepler-1176 b,2.45,6.57,2.45,595,0.1589,0,5844,1.01,1.02,-0.11691,0
HD 4203 b,13.3,708.7609,1.66,,1.17,0.52,5596,1.25,1.42,0.29285,0
Kepler-1357 b,1.28,2.18,5.71,1177,0.041,0,5597,0.93,0.9,-0.14555,0
Kepler-1359 b,2.83,8.4,2.04,369,0.26657,0,4709,0.78,0.72,-0.7173,0
Kepler-304 e,1.2,1.87,5.95,1137,0.02317,0,4817,0.8,0.73,-0.6616,0
Kepler-1273 b,2.49,6.76,2.41,573,0.1857,0,5566,0.94,0.91,-0.3054,0
Kepler-1274 b,1.42,2.6,4.99,1384,0.08161,0,6179,1.45,2.17,0.79752,0
Kepler-1315 b,1.38,2.48,5.19,1541,0.01617,0,4861,0.8,0.75,-0.62783,0
Kepler-1316 b,3.54,12.3,1.52,446,0.39765,0,5884,1.04,1.12,0.25347,0
Kepler-1361 b,0.86,0.566,4.89,1061,0.04304,0,5131,0.83,0.79,-0.43672,0
Kepler-1362 b,2.6,7.27,2.27,248,0.4626,0,4857,0.8,0.74,-0.60131,0
Kepler-537 b,1.41,2.57,5.04,1181,0.04317,0,5763,1.07,0.99,-0.03874,0
Kepler-758 e,1.53,2.96,4.54,1144,0.0829,0,6228,1.16,1.42,0.56281,0
Kepler-1275 b,1.48,2.79,4.73,1368,0.0488,0,6296,1.23,1.36,0.31503,0
Kepler-1276 b,1.19,1.81,5.9,886,0.10863,0,6188,1.14,1.21,0.2204,0
Kepler-1317 b,1.56,3.05,4.41,1796,0.0128,0,5144,0.83,0.79,-0.41358,0
Kepler-1318 b,3.11,9.85,1.8,202,0.6085,0,4598,0.73,0.7,-0.72991,0
Kepler-1364 b,2.15,5.27,2.91,1299,0.1284,0,6805,1.49,1.79,0.792,0
Kepler-1365 b,0.92,0.721,5.09,969,0.07839,0,5770,1,1.05,0.42479,0
Kepler-722 c,2.82,8.35,2.05,401,0.4471,0,5863,1.03,1.05,-0.03923,0
Kepler-763 b,1.22,1.98,5.99,1414,0.0205,0,5166,0.84,0.8,-0.3339,0
Kepler-1279 b,1.75,3.71,3.8,738,0.1785,0,6221,1.21,1.33,0.69281,0
Kepler-1320 b,1.7,3.53,3.95,1389,0.0163,0,4817,0.8,0.74,-0.72896,0
Kepler-525 b,2.63,7.41,2.24,832,0.14386,0,5573,0.95,1.15,0.525,0
Kepler-1367 b,0.92,0.721,5.09,998,0.0236,0,4106,0.62,0.6,-0.90488,0
Kepler-770 c,1.2,1.87,5.95,2740,0.0309,0,5598,0.94,0.92,0.05399,0
Kepler-1280 b,1.87,4.16,3.5,757,0.33982,0,6227,1.2,1.32,0.6788,0
Kepler-1282 b,1.55,3.02,4.46,1418,0.0335,0,5504,0.92,0.89,-0.18287,0
Kepler-1323 b,1.52,2.92,4.57,2291,0.01911,0,6169,1.18,1.4,0.29462,0
Kepler-1325 b,2.86,8.55,2.01,564,0.2004,0,5550,0.93,0.91,-0.13603,0
Kepler-526 b,1.99,4.62,3.22,1099,0.06518,0,5894,1.15,1.14,0.35055,0
Kepler-1368 b,1.65,3.36,4.11,2085,0.0153,0,5906,1.07,1.08,0.05077,0
Kepler-783 b,0.78,0.399,4.62,991,0.04958,0,5521,0.93,0.89,-0.23092,0
